"ISO3","CountryName","WorldRMSE","WorldVars","ContRMSE","ContVars","RegRMSE","RegVars","Region1","Continent"
"MDA","Moldova",1.0319,"SPURBGROW, SPPOPDPND, SPPOPDPNDOL, SPADOTFRT, SGHMETRVLEQ, SGLAWOBHBMRNO, SGOWNPRRTIM, SPDYNCDRTIN, SPDYNIMRTFEIN, SPPOP1014MA5Y, SPPOP1564MAZS, SPPOP0509MA5Y, SPPOP0509FE, SPPOP2024MA5Y, SPPOP65UPMAZS, SPPOP6569FE5Y, SPPOP7579MA5Y, SPPOPAG02MAIN, SPPOP5054MA5Y, NYGDPTOTLRTZS, TGVALTOTLGDZS, NEGDITOTLCN, NYGNPPCAPPPCD, NYGNPMKTPCNAD, NYADJDCO2GNZS, SLEMP1524SPMAZS, SLUEM1524MAZS, TMVALMRCHALZS, TXVALMRCHALZS, AGPRDLVSKXD, PANUSPRVTPP, SHSTAOB18FEZS, SHSTAOWADZS, EGELCACCSURZS, EGELCACCSZS, SEPRMENRRFE",0.7022,"SPPOPGROW, SLTLFTOTLFEZS, SPADOTFRT, SLTLFACTIFEZS, SHDYNNMRT, SPDYNIMRTIN, SHDTHMORTMA, SHDTHIMRTFE, SPPOP1014MA5Y, SPPOP1564MAZS, SPPOP0509MA5Y, SPPOP65UPMAZS, SPPOP4549FE5Y, SPPOP7579MA5Y, SPPOP5054MA5Y, SPPOP5054FE5Y, SLFAMWORKZS, SLSRVEMPLMAZS, TXVALMRCHALZS, AGCONFERTZS, SMPOPREFGOR, SHSTAOWADFEZS",1.5507,"SHHTNTRETMAZS, SHHTNTRETZS, SHDYNMORTMA, SPPOP2529FE5Y, SPDYNIMRTIN, SPPOP1564MAZS, SPPOP1014FE5Y, SPPOP0509MA5Y, SPPOP6569MA5Y, SPPOP7074MA5Y, SPPOP4044FE5Y, SPPOPAG03MAIN, ITCELSETSP2, NYGDPDEFLZS, TXVALMRCHRSZS, NEGDITOTLCN, TMVALMRCHRSZS, NYADJDNGYGNZS, NERSBGNFSCD, SLINDEMPLZS, SLINDEMPLMAZS, SLAGREMPLMAZS, SLAGREMPLZS, NECONTOTLZS, EGFECRNEWZS, NYGSRNFCYCN, ENATMCO2EKDGD, TMVALMRCHXDWD, BXGSRFCTYCD, NVAGREMPLKD, NVINDTOTLKDZG, BNKLTPTXLCD, NVINDEMPLKD, ISAIRPSGR","Eastern Europe","Europe"
"MDG","Madagascar",3.9038,"SPURBGROW, SPPOPDPND, SPPOPDPNDOL, SPADOTFRT, SGHMETRVLEQ, SGLAWOBHBMRNO, SGOWNPRRTIM, SPDYNCDRTIN, SPDYNIMRTFEIN, SPPOP1014MA5Y, SPPOP1564MAZS, SPPOP0509MA5Y, SPPOP0509FE, SPPOP2024MA5Y, SPPOP65UPMAZS, SPPOP6569FE5Y, SPPOP7579MA5Y, SPPOPAG02MAIN, SPPOP5054MA5Y, NYGDPTOTLRTZS, TGVALTOTLGDZS, NEGDITOTLCN, NYGNPPCAPPPCD, NYGNPMKTPCNAD, NYADJDCO2GNZS, SLEMP1524SPMAZS, SLUEM1524MAZS, TMVALMRCHALZS, TXVALMRCHALZS, AGPRDLVSKXD, PANUSPRVTPP, SHSTAOB18FEZS, SHSTAOWADZS, EGELCACCSURZS, EGELCACCSZS, SEPRMENRRFE",4.4878,"SPADOTFRT, SGOWNPRRTIM, SPDYNIMRTFEIN, SPPOP1014MA5Y, SPPOP1564MAZS, SPPOP0509MA5Y, SPPOP65UPTOZS, ITCELSETSP2, NYGDPPCAPKN, SPDYNAMRTMA, NEEXPGNFSZS, SLUEMTOTLMAZS, TMVALMRCHR5ZS, AGLNDARBLZS, AGLNDARBLHA, SHSTAOWADFEZS, NVINDEMPLKD, BXGSRINSFZS",5.7075,"SPADOTFRT, SGLAWOBHBMRNO, SPDYNLE00FEIN, SPDYNLE00MAIN, SPPOP1014FE5Y, SPPOP0509MA5Y, SPPOP80UPMA5Y, SPPOP4549FE5Y, SPPOP5559FE, SPPOP6064FE5Y, SPPOP5054MA5Y, SPPOP5054MA, SPPOP6064MA, ITCELSETS, ITMLTMAINP2, NYGDPPCAPPPKD, TGVALTOTLGDZS, NYGNPPCAPPPCD, SLSRVEMPLZS, SLEMPVULNMAZS, SLEMP1524SPMAZS, ENATMCO2EPC, FPCPITOTL, TMVALMRCHR6ZS, ENURBLCTYURZS, NEGDISTKBCD, ENATMCO2ELFZS","Eastern Africa","Africa"
"MEX","Mexico",1.8843,"SPURBGROW, SPPOPDPND, SPPOPDPNDOL, SPADOTFRT, SGHMETRVLEQ, SGLAWOBHBMRNO, SGOWNPRRTIM, SPDYNCDRTIN, SPDYNIMRTFEIN, SPPOP1014MA5Y, SPPOP1564MAZS, SPPOP0509MA5Y, SPPOP0509FE, SPPOP2024MA5Y, SPPOP65UPMAZS, SPPOP6569FE5Y, SPPOP7579MA5Y, SPPOPAG02MAIN, SPPOP5054MA5Y, NYGDPTOTLRTZS, TGVALTOTLGDZS, NEGDITOTLCN, NYGNPPCAPPPCD, NYGNPMKTPCNAD, NYADJDCO2GNZS, SLEMP1524SPMAZS, SLUEM1524MAZS, TMVALMRCHALZS, TXVALMRCHALZS, AGPRDLVSKXD, PANUSPRVTPP, SHSTAOB18FEZS, SHSTAOWADZS, EGELCACCSURZS, EGELCACCSZS, SEPRMENRRFE",1.0886,"SPRURTOTLZS, SPADOTFRT, SGLAWNODCHR, SPPOP3539FE5Y, SPPOP1564FEZS, SPPOP1014FE5Y, SPPOP0509MA5Y, SPPOP7074MA5Y, SPPOP5054MA5Y, SLFAMWORKMAZS, NVAGRTOTLZS, FIRESXGLDCD, SHSTAOB18MAZS, EGELCACCSURZS, NEDABDEFLZS",1.0791,"SHHTNTRETZS, SPADOTFRT, AGLNDFRSTZS, SGPENSXHREM, SPDYNLE00FEIN, SPDYNLE00IN, SHDYNMORT, SHDYN0509, SPPOP1014MA5Y, SPPOP1564FEZS, SPPOP0509MA5Y, SPPOP4044MA5Y, SPPOP80UPFE5Y, SPPOP4044FE5Y, SPPOP6064MA5Y, SPPOP5559MA, SPPOPAG03MAIN, SPPOP7074FE5Y, ITCELSETS, NYGDPMKTPKN, SHIMMIDPT, TMVALMRCHR1ZS, NECONTOTLCD, SLEMPVULNZS, SLEMPWORKFEZS, SLEMPSELFFEZS, NEGDIFTOTZS, AGCONFERTZS, NVAGREMPLKD, NYEXPCAPMKN, BMKLTDINVWDGDZS, NVINDMANFCN, BXGSRINSFZS","Central America","North America"
"MKD","North Macedonia",1.456,"SPURBGROW, SPPOPDPND, SPPOPDPNDOL, SPADOTFRT, SGHMETRVLEQ, SGLAWOBHBMRNO, SGOWNPRRTIM, SPDYNCDRTIN, SPDYNIMRTFEIN, SPPOP1014MA5Y, SPPOP1564MAZS, SPPOP0509MA5Y, SPPOP0509FE, SPPOP2024MA5Y, SPPOP65UPMAZS, SPPOP6569FE5Y, SPPOP7579MA5Y, SPPOPAG02MAIN, SPPOP5054MA5Y, NYGDPTOTLRTZS, TGVALTOTLGDZS, NEGDITOTLCN, NYGNPPCAPPPCD, NYGNPMKTPCNAD, NYADJDCO2GNZS, SLEMP1524SPMAZS, SLUEM1524MAZS, TMVALMRCHALZS, TXVALMRCHALZS, AGPRDLVSKXD, PANUSPRVTPP, SHSTAOB18FEZS, SHSTAOWADZS, EGELCACCSURZS, EGELCACCSZS, SEPRMENRRFE",0.2659,"SPPOPGROW, SLTLFTOTLFEZS, SPADOTFRT, SLTLFACTIFEZS, SHDYNNMRT, SPDYNIMRTIN, SHDTHMORTMA, SHDTHIMRTFE, SPPOP1014MA5Y, SPPOP1564MAZS, SPPOP0509MA5Y, SPPOP65UPMAZS, SPPOP4549FE5Y, SPPOP7579MA5Y, SPPOP5054MA5Y, SPPOP5054FE5Y, SLFAMWORKZS, SLSRVEMPLMAZS, TXVALMRCHALZS, AGCONFERTZS, SMPOPREFGOR, SHSTAOWADFEZS",1.0206,"SHHTNPREVZS, ENPOPDNST, SHDYNNMRT, SHDYNMORT, SHDTHNMRT, SPPOP1564MAZS, NYGDPPCAPKD, NYGDPPCAPPPCD, NYADJDKAPGNZS, SLEMP1524SPZS, ERFSHCAPTMT, AGLNDAGRIZS, TXVALMRCHXDWD, NVMNFTECHZSUN, SMPOPREFGOR, NEGDIFTOTKN, NYGDYTOTLKN, BMGSRCMCPZS, FMASTDOMSCN, NVINDEMPLKD, ENATMCO2ELFZS, SEENRPRIMFMZS","Southern Europe","Europe"
"MLI","Mali",2.9972,"SPURBGROW, SPPOPDPND, SPPOPDPNDOL, SPADOTFRT, SGHMETRVLEQ, SGLAWOBHBMRNO, SGOWNPRRTIM, SPDYNCDRTIN, SPDYNIMRTFEIN, SPPOP1014MA5Y, SPPOP1564MAZS, SPPOP0509MA5Y, SPPOP0509FE, SPPOP2024MA5Y, SPPOP65UPMAZS, SPPOP6569FE5Y, SPPOP7579MA5Y, SPPOPAG02MAIN, SPPOP5054MA5Y, NYGDPTOTLRTZS, TGVALTOTLGDZS, NEGDITOTLCN, NYGNPPCAPPPCD, NYGNPMKTPCNAD, NYADJDCO2GNZS, SLEMP1524SPMAZS, SLUEM1524MAZS, TMVALMRCHALZS, TXVALMRCHALZS, AGPRDLVSKXD, PANUSPRVTPP, SHSTAOB18FEZS, SHSTAOWADZS, EGELCACCSURZS, EGELCACCSZS, SEPRMENRRFE",2.6908,"SPADOTFRT, SGOWNPRRTIM, SPDYNIMRTFEIN, SPPOP1014MA5Y, SPPOP1564MAZS, SPPOP0509MA5Y, SPPOP65UPTOZS, ITCELSETSP2, NYGDPPCAPKN, SPDYNAMRTMA, NEEXPGNFSZS, SLUEMTOTLMAZS, TMVALMRCHR5ZS, AGLNDARBLZS, AGLNDARBLHA, SHSTAOWADFEZS, NVINDEMPLKD, BXGSRINSFZS",0.5383,"SPURBGROW, SPADOTFRT, SLTLFCACTMAZS, SLTLFACTIMAZS, AGLNDFRSTZS, SHDYNMORTMA, SPDYNCDRTIN, SHDTHMORTMA, SHDTHIMRT, SHDTH1519, SPPOP1014MA5Y, SPPOP7579FE5Y, SPPOP4044FE5Y, SPPOP5054MA5Y, SPPOP7074FE5Y, SPPOPAG05MAIN, SHIMMMEAS, ENATMMETHEGKTCE, ENATMMETHKTCE, SLUEMTOTLFEZS, SLSRVEMPLMAZS, ENATMNOXEEGKTCE, SLEMP1524SPFEZS, NECONGOVTCN, NYADJDRESGNZS, NEGDIFTOTCN, TXVALMRCHR1ZS, AGLNDAGRIK2, FPCPITOTL, TMVALMRCHR6ZS, TXVALMRCHR6ZS, TXVALMRCHR3ZS, BGGSRNFSVGDZS, NVINDTOTLKN, SHSTAOWADFEZS, SEENRPRIMFMZS","Western Africa","Africa"
"MNG","Mongolia",1.9114,"SPURBGROW, SPPOPDPND, SPPOPDPNDOL, SPADOTFRT, SGHMETRVLEQ, SGLAWOBHBMRNO, SGOWNPRRTIM, SPDYNCDRTIN, SPDYNIMRTFEIN, SPPOP1014MA5Y, SPPOP1564MAZS, SPPOP0509MA5Y, SPPOP0509FE, SPPOP2024MA5Y, SPPOP65UPMAZS, SPPOP6569FE5Y, SPPOP7579MA5Y, SPPOPAG02MAIN, SPPOP5054MA5Y, NYGDPTOTLRTZS, TGVALTOTLGDZS, NEGDITOTLCN, NYGNPPCAPPPCD, NYGNPMKTPCNAD, NYADJDCO2GNZS, SLEMP1524SPMAZS, SLUEM1524MAZS, TMVALMRCHALZS, TXVALMRCHALZS, AGPRDLVSKXD, PANUSPRVTPP, SHSTAOB18FEZS, SHSTAOWADZS, EGELCACCSURZS, EGELCACCSZS, SEPRMENRRFE",333.916,"SPPOPGROW, SHHTNPREVMAZS, SLTLFCACTFEZS, SPPOP3539FE5Y, SPPOP1564MAZS, SPPOP1014FE5Y, SPPOP0509MA5Y, SPPOP0509MA, SPPOPAG02MAIN, SPPOP65UPTOZS, SPDYNAMRTFE, TMVALMRCHRSZS, NYADJDMINGNZS, AGSRFTOTLK2, SLUEMTOTLMAZS, NECONTOTLZS, MSMILXPNDCN, ENURBLCTY, NVMNFTECHZSUN, TXMNFTECHZSUN, NVINDMANFCN, TXVALOTHRZSWT, SHSTAOWADFEZS",4.4902,"SPPOPGROW, SPPOPTOTLFEZS, SLTLFACTI1524MAZS, SLTLFACTIFEZS, SLTLFCACTFEZS, SPPOP2529FE5Y, SPPOP6569MA5Y, SPPOPAG02MAIN, ENATMCO2EPPGD, FPCPITOTL, NVAGREMPLKD, FMASTDOMSCN, FMASTNFRGCN, NYGDPFCSTCN, NEDABDEFLZS","Eastern Asia","Asia"
"MOZ","Mozambique",3.4217,"SPURBGROW, SPPOPDPND, SPPOPDPNDOL, SPADOTFRT, SGHMETRVLEQ, SGLAWOBHBMRNO, SGOWNPRRTIM, SPDYNCDRTIN, SPDYNIMRTFEIN, SPPOP1014MA5Y, SPPOP1564MAZS, SPPOP0509MA5Y, SPPOP0509FE, SPPOP2024MA5Y, SPPOP65UPMAZS, SPPOP6569FE5Y, SPPOP7579MA5Y, SPPOPAG02MAIN, SPPOP5054MA5Y, NYGDPTOTLRTZS, TGVALTOTLGDZS, NEGDITOTLCN, NYGNPPCAPPPCD, NYGNPMKTPCNAD, NYADJDCO2GNZS, SLEMP1524SPMAZS, SLUEM1524MAZS, TMVALMRCHALZS, TXVALMRCHALZS, AGPRDLVSKXD, PANUSPRVTPP, SHSTAOB18FEZS, SHSTAOWADZS, EGELCACCSURZS, EGELCACCSZS, SEPRMENRRFE",3.4725,"SPADOTFRT, SGOWNPRRTIM, SPDYNIMRTFEIN, SPPOP1014MA5Y, SPPOP1564MAZS, SPPOP0509MA5Y, SPPOP65UPTOZS, ITCELSETSP2, NYGDPPCAPKN, SPDYNAMRTMA, NEEXPGNFSZS, SLUEMTOTLMAZS, TMVALMRCHR5ZS, AGLNDARBLZS, AGLNDARBLHA, SHSTAOWADFEZS, NVINDEMPLKD, BXGSRINSFZS",7.2579,"SPADOTFRT, SGLAWOBHBMRNO, SPDYNLE00FEIN, SPDYNLE00MAIN, SPPOP1014FE5Y, SPPOP0509MA5Y, SPPOP80UPMA5Y, SPPOP4549FE5Y, SPPOP5559FE, SPPOP6064FE5Y, SPPOP5054MA5Y, SPPOP5054MA, SPPOP6064MA, ITCELSETS, ITMLTMAINP2, NYGDPPCAPPPKD, TGVALTOTLGDZS, NYGNPPCAPPPCD, SLSRVEMPLZS, SLEMPVULNMAZS, SLEMP1524SPMAZS, ENATMCO2EPC, FPCPITOTL, TMVALMRCHR6ZS, ENURBLCTYURZS, NEGDISTKBCD, ENATMCO2ELFZS","Eastern Africa","Africa"
"MUS","Mauritius",2.4732,"SPURBGROW, SPPOPDPND, SPPOPDPNDOL, SPADOTFRT, SGHMETRVLEQ, SGLAWOBHBMRNO, SGOWNPRRTIM, SPDYNCDRTIN, SPDYNIMRTFEIN, SPPOP1014MA5Y, SPPOP1564MAZS, SPPOP0509MA5Y, SPPOP0509FE, SPPOP2024MA5Y, SPPOP65UPMAZS, SPPOP6569FE5Y, SPPOP7579MA5Y, SPPOPAG02MAIN, SPPOP5054MA5Y, NYGDPTOTLRTZS, TGVALTOTLGDZS, NEGDITOTLCN, NYGNPPCAPPPCD, NYGNPMKTPCNAD, NYADJDCO2GNZS, SLEMP1524SPMAZS, SLUEM1524MAZS, TMVALMRCHALZS, TXVALMRCHALZS, AGPRDLVSKXD, PANUSPRVTPP, SHSTAOB18FEZS, SHSTAOWADZS, EGELCACCSURZS, EGELCACCSZS, SEPRMENRRFE",3.8744,"SPADOTFRT, SGOWNPRRTIM, SPDYNIMRTFEIN, SPPOP1014MA5Y, SPPOP1564MAZS, SPPOP0509MA5Y, SPPOP65UPTOZS, ITCELSETSP2, NYGDPPCAPKN, SPDYNAMRTMA, NEEXPGNFSZS, SLUEMTOTLMAZS, TMVALMRCHR5ZS, AGLNDARBLZS, AGLNDARBLHA, SHSTAOWADFEZS, NVINDEMPLKD, BXGSRINSFZS",5.8146,"SPADOTFRT, SGLAWOBHBMRNO, SPDYNLE00FEIN, SPDYNLE00MAIN, SPPOP1014FE5Y, SPPOP0509MA5Y, SPPOP80UPMA5Y, SPPOP4549FE5Y, SPPOP5559FE, SPPOP6064FE5Y, SPPOP5054MA5Y, SPPOP5054MA, SPPOP6064MA, ITCELSETS, ITMLTMAINP2, NYGDPPCAPPPKD, TGVALTOTLGDZS, NYGNPPCAPPPCD, SLSRVEMPLZS, SLEMPVULNMAZS, SLEMP1524SPMAZS, ENATMCO2EPC, FPCPITOTL, TMVALMRCHR6ZS, ENURBLCTYURZS, NEGDISTKBCD, ENATMCO2ELFZS","Eastern Africa","Africa"
"MYS","Malaysia",1.9547,"SPURBGROW, SPPOPDPND, SPPOPDPNDOL, SPADOTFRT, SGHMETRVLEQ, SGLAWOBHBMRNO, SGOWNPRRTIM, SPDYNCDRTIN, SPDYNIMRTFEIN, SPPOP1014MA5Y, SPPOP1564MAZS, SPPOP0509MA5Y, SPPOP0509FE, SPPOP2024MA5Y, SPPOP65UPMAZS, SPPOP6569FE5Y, SPPOP7579MA5Y, SPPOPAG02MAIN, SPPOP5054MA5Y, NYGDPTOTLRTZS, TGVALTOTLGDZS, NEGDITOTLCN, NYGNPPCAPPPCD, NYGNPMKTPCNAD, NYADJDCO2GNZS, SLEMP1524SPMAZS, SLUEM1524MAZS, TMVALMRCHALZS, TXVALMRCHALZS, AGPRDLVSKXD, PANUSPRVTPP, SHSTAOB18FEZS, SHSTAOWADZS, EGELCACCSURZS, EGELCACCSZS, SEPRMENRRFE",60.6834,"SPPOPGROW, SHHTNPREVMAZS, SLTLFCACTFEZS, SPPOP3539FE5Y, SPPOP1564MAZS, SPPOP1014FE5Y, SPPOP0509MA5Y, SPPOP0509MA, SPPOPAG02MAIN, SPPOP65UPTOZS, SPDYNAMRTFE, TMVALMRCHRSZS, NYADJDMINGNZS, AGSRFTOTLK2, SLUEMTOTLMAZS, NECONTOTLZS, MSMILXPNDCN, ENURBLCTY, NVMNFTECHZSUN, TXMNFTECHZSUN, NVINDMANFCN, TXVALOTHRZSWT, SHSTAOWADFEZS",1.8064,"SPPOPGROW, SHHTNPREVMAZS, SPADOTFRT, SPPOP2529MA5Y, SPDYNCDRTIN, SHDYN1519, SHDTHMORTFE, SHDTHNMRT, SPDYNLE00MAIN, SPPOP4549FE5Y, SPPOP80UPFE5Y, SPPOP6569FE5Y, SPPOP7579FE5Y, SPPOP5054MA5Y, ENATMMETHEGKTCE, TMVALMRCHR5ZS, NECONPRVTCNAD, ENURBLCTY, NYTRFNCTRCD, NVINDMANFCN, BMGSRCMCPZS, NECONPRVTPCKD, SHSTAOB18MAZS, NVINDMANFKN, NYGDPFCSTCD, NYGDPFCSTKD, NVINDMANFKDZG","South-eastern Asia","Asia"
"NAM","Namibia",2.8453,"SPURBGROW, SPPOPDPND, SPPOPDPNDOL, SPADOTFRT, SGHMETRVLEQ, SGLAWOBHBMRNO, SGOWNPRRTIM, SPDYNCDRTIN, SPDYNIMRTFEIN, SPPOP1014MA5Y, SPPOP1564MAZS, SPPOP0509MA5Y, SPPOP0509FE, SPPOP2024MA5Y, SPPOP65UPMAZS, SPPOP6569FE5Y, SPPOP7579MA5Y, SPPOPAG02MAIN, SPPOP5054MA5Y, NYGDPTOTLRTZS, TGVALTOTLGDZS, NEGDITOTLCN, NYGNPPCAPPPCD, NYGNPMKTPCNAD, NYADJDCO2GNZS, SLEMP1524SPMAZS, SLUEM1524MAZS, TMVALMRCHALZS, TXVALMRCHALZS, AGPRDLVSKXD, PANUSPRVTPP, SHSTAOB18FEZS, SHSTAOWADZS, EGELCACCSURZS, EGELCACCSZS, SEPRMENRRFE",1.1821,"SPADOTFRT, SGOWNPRRTIM, SPDYNIMRTFEIN, SPPOP1014MA5Y, SPPOP1564MAZS, SPPOP0509MA5Y, SPPOP65UPTOZS, ITCELSETSP2, NYGDPPCAPKN, SPDYNAMRTMA, NEEXPGNFSZS, SLUEMTOTLMAZS, TMVALMRCHR5ZS, AGLNDARBLZS, AGLNDARBLHA, SHSTAOWADFEZS, NVINDEMPLKD, BXGSRINSFZS",1.3389,"SLTLFCACTMAZS, SLTLFACTI1524ZS, SHDYN2024, SPPOP3034MA5Y, SPPOP1014MA5Y, SPPOP1519MA5Y, SPPOP1564TOZS, SPPOP7579MA5Y, SPPOP65UPFEZS, SPPOP4044FE5Y, SPPOP6064MA, SHIMMMEAS, ITNETUSERZS, NEIMPGNFSZS, SLSRVEMPLZS, SLINDEMPLMAZS, SLUEM1524FEZS, SLUEMTOTLZS, NVMNFTECHZSUN, TXVALTRANZSWT, NECONPRVTKDZG, NVSRVEMPLKD","Southern Africa","Africa"
"NER","Niger",2.8304,"SPURBGROW, SPPOPDPND, SPPOPDPNDOL, SPADOTFRT, SGHMETRVLEQ, SGLAWOBHBMRNO, SGOWNPRRTIM, SPDYNCDRTIN, SPDYNIMRTFEIN, SPPOP1014MA5Y, SPPOP1564MAZS, SPPOP0509MA5Y, SPPOP0509FE, SPPOP2024MA5Y, SPPOP65UPMAZS, SPPOP6569FE5Y, SPPOP7579MA5Y, SPPOPAG02MAIN, SPPOP5054MA5Y, NYGDPTOTLRTZS, TGVALTOTLGDZS, NEGDITOTLCN, NYGNPPCAPPPCD, NYGNPMKTPCNAD, NYADJDCO2GNZS, SLEMP1524SPMAZS, SLUEM1524MAZS, TMVALMRCHALZS, TXVALMRCHALZS, AGPRDLVSKXD, PANUSPRVTPP, SHSTAOB18FEZS, SHSTAOWADZS, EGELCACCSURZS, EGELCACCSZS, SEPRMENRRFE",4.029,"SPADOTFRT, SGOWNPRRTIM, SPDYNIMRTFEIN, SPPOP1014MA5Y, SPPOP1564MAZS, SPPOP0509MA5Y, SPPOP65UPTOZS, ITCELSETSP2, NYGDPPCAPKN, SPDYNAMRTMA, NEEXPGNFSZS, SLUEMTOTLMAZS, TMVALMRCHR5ZS, AGLNDARBLZS, AGLNDARBLHA, SHSTAOWADFEZS, NVINDEMPLKD, BXGSRINSFZS",1.6421,"SPURBGROW, SPADOTFRT, SLTLFCACTMAZS, SLTLFACTIMAZS, AGLNDFRSTZS, SHDYNMORTMA, SPDYNCDRTIN, SHDTHMORTMA, SHDTHIMRT, SHDTH1519, SPPOP1014MA5Y, SPPOP7579FE5Y, SPPOP4044FE5Y, SPPOP5054MA5Y, SPPOP7074FE5Y, SPPOPAG05MAIN, SHIMMMEAS, ENATMMETHEGKTCE, ENATMMETHKTCE, SLUEMTOTLFEZS, SLSRVEMPLMAZS, ENATMNOXEEGKTCE, SLEMP1524SPFEZS, NECONGOVTCN, NYADJDRESGNZS, NEGDIFTOTCN, TXVALMRCHR1ZS, AGLNDAGRIK2, FPCPITOTL, TMVALMRCHR6ZS, TXVALMRCHR6ZS, TXVALMRCHR3ZS, BGGSRNFSVGDZS, NVINDTOTLKN, SHSTAOWADFEZS, SEENRPRIMFMZS","Western Africa","Africa"
"NGA","Nigeria",3.1225,"SPURBGROW, SPPOPDPND, SPPOPDPNDOL, SPADOTFRT, SGHMETRVLEQ, SGLAWOBHBMRNO, SGOWNPRRTIM, SPDYNCDRTIN, SPDYNIMRTFEIN, SPPOP1014MA5Y, SPPOP1564MAZS, SPPOP0509MA5Y, SPPOP0509FE, SPPOP2024MA5Y, SPPOP65UPMAZS, SPPOP6569FE5Y, SPPOP7579MA5Y, SPPOPAG02MAIN, SPPOP5054MA5Y, NYGDPTOTLRTZS, TGVALTOTLGDZS, NEGDITOTLCN, NYGNPPCAPPPCD, NYGNPMKTPCNAD, NYADJDCO2GNZS, SLEMP1524SPMAZS, SLUEM1524MAZS, TMVALMRCHALZS, TXVALMRCHALZS, AGPRDLVSKXD, PANUSPRVTPP, SHSTAOB18FEZS, SHSTAOWADZS, EGELCACCSURZS, EGELCACCSZS, SEPRMENRRFE",3.683,"SPADOTFRT, SGOWNPRRTIM, SPDYNIMRTFEIN, SPPOP1014MA5Y, SPPOP1564MAZS, SPPOP0509MA5Y, SPPOP65UPTOZS, ITCELSETSP2, NYGDPPCAPKN, SPDYNAMRTMA, NEEXPGNFSZS, SLUEMTOTLMAZS, TMVALMRCHR5ZS, AGLNDARBLZS, AGLNDARBLHA, SHSTAOWADFEZS, NVINDEMPLKD, BXGSRINSFZS",1.2839,"SPURBGROW, SPADOTFRT, SLTLFCACTMAZS, SLTLFACTIMAZS, AGLNDFRSTZS, SHDYNMORTMA, SPDYNCDRTIN, SHDTHMORTMA, SHDTHIMRT, SHDTH1519, SPPOP1014MA5Y, SPPOP7579FE5Y, SPPOP4044FE5Y, SPPOP5054MA5Y, SPPOP7074FE5Y, SPPOPAG05MAIN, SHIMMMEAS, ENATMMETHEGKTCE, ENATMMETHKTCE, SLUEMTOTLFEZS, SLSRVEMPLMAZS, ENATMNOXEEGKTCE, SLEMP1524SPFEZS, NECONGOVTCN, NYADJDRESGNZS, NEGDIFTOTCN, TXVALMRCHR1ZS, AGLNDAGRIK2, FPCPITOTL, TMVALMRCHR6ZS, TXVALMRCHR6ZS, TXVALMRCHR3ZS, BGGSRNFSVGDZS, NVINDTOTLKN, SHSTAOWADFEZS, SEENRPRIMFMZS","Western Africa","Africa"
"NIC","Nicaragua",0.4849,"SPURBGROW, SPPOPDPND, SPPOPDPNDOL, SPADOTFRT, SGHMETRVLEQ, SGLAWOBHBMRNO, SGOWNPRRTIM, SPDYNCDRTIN, SPDYNIMRTFEIN, SPPOP1014MA5Y, SPPOP1564MAZS, SPPOP0509MA5Y, SPPOP0509FE, SPPOP2024MA5Y, SPPOP65UPMAZS, SPPOP6569FE5Y, SPPOP7579MA5Y, SPPOPAG02MAIN, SPPOP5054MA5Y, NYGDPTOTLRTZS, TGVALTOTLGDZS, NEGDITOTLCN, NYGNPPCAPPPCD, NYGNPMKTPCNAD, NYADJDCO2GNZS, SLEMP1524SPMAZS, SLUEM1524MAZS, TMVALMRCHALZS, TXVALMRCHALZS, AGPRDLVSKXD, PANUSPRVTPP, SHSTAOB18FEZS, SHSTAOWADZS, EGELCACCSURZS, EGELCACCSZS, SEPRMENRRFE",0.6751,"SPRURTOTLZS, SPADOTFRT, SGLAWNODCHR, SPPOP3539FE5Y, SPPOP1564FEZS, SPPOP1014FE5Y, SPPOP0509MA5Y, SPPOP7074MA5Y, SPPOP5054MA5Y, SLFAMWORKMAZS, NVAGRTOTLZS, FIRESXGLDCD, SHSTAOB18MAZS, EGELCACCSURZS, NEDABDEFLZS",0.1672,"SHHTNTRETZS, SPADOTFRT, AGLNDFRSTZS, SGPENSXHREM, SPDYNLE00FEIN, SPDYNLE00IN, SHDYNMORT, SHDYN0509, SPPOP1014MA5Y, SPPOP1564FEZS, SPPOP0509MA5Y, SPPOP4044MA5Y, SPPOP80UPFE5Y, SPPOP4044FE5Y, SPPOP6064MA5Y, SPPOP5559MA, SPPOPAG03MAIN, SPPOP7074FE5Y, ITCELSETS, NYGDPMKTPKN, SHIMMIDPT, TMVALMRCHR1ZS, NECONTOTLCD, SLEMPVULNZS, SLEMPWORKFEZS, SLEMPSELFFEZS, NEGDIFTOTZS, AGCONFERTZS, NVAGREMPLKD, NYEXPCAPMKN, BMKLTDINVWDGDZS, NVINDMANFCN, BXGSRINSFZS","Central America","North America"
