Indicator Code,Indicator Name
ICCRDINFOXQ,Depth of credit information index (0=low to 8=high)
ENCLCDRSKXQ,Disaster risk reduction progress score (1-5 scale; 5=best)
NYGDPDISCKN,Discrepancy in expenditure estimate of GDP (constant LCU)
NYGDPDISCCN,Discrepancy in expenditure estimate of GDP (current LCU)
FSASTDOMSGDZS,Domestic credit provided by financial sector (% of GDP)
FSASTPRVTGDZS,Domestic credit to private sector (% of GDP)
FDASTPRVTGDZS,Domestic credit to private sector by banks (% of GDP)
ENCLCMDATZS,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)"
ICBUSEASEXQ,Ease of doing business rank (1=most business-friendly regulations)
ICBUSDFRNXQ,Ease of doing business score (0 = lowest performance to 100 = best performance)
EGUSEELECKHPC,Electric power consumption (kWh per capita)
EGELCLOSSZS,Electric power transmission and distribution losses (% of output)
EGELCCOALZS,Electricity production from coal sources (% of total)
EGELCHYROZS,Electricity production from hydroelectric sources (% of total)
EGELCNGASZS,Electricity production from natural gas sources (% of total)
EGELCNUCLZS,Electricity production from nuclear sources (% of total)
EGELCPETRZS,Electricity production from oil sources (% of total)
EGELCFOSLZS,"Electricity production from oil, gas and coal sources (% of total)"
EGELCRNWXZS,"Electricity production from renewable sources, excluding hydroelectric (% of total)"
EGELCRNWXKH,"Electricity production from renewable sources, excluding hydroelectric (kWh)"
EGIMPCONSZS,"Energy imports, net (% of energy use)"
EGEGYPRIMPPKD,Energy intensity level of primary energy (MJ/$2011 PPP GDP)
ENATMMETHEGZS,Energy related methane emissions (% of total)
EGUSEPCAPKGOE,Energy use (kg of oil equivalent per capita)
EGUSECOMMGDPPKD,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2017 PPP)"
SEXPDPRIMZS,Expenditure on primary education (% of government expenditure on education)
SEXPDSECOZS,Expenditure on secondary education (% of government expenditure on education)
SEXPDTERTZS,Expenditure on tertiary education (% of government expenditure on education)
GCXPNTOTLGDZS,Expense (% of GDP)
GCXPNTOTLCN,Expense (current LCU)
TXUVIMRCHXDWD,Export unit value index (2000 = 100)
TXVALMRCHXDWD,Export value index (2000 = 100)
TXQTYMRCHXDWD,Export volume index (2000 = 100)
NYEXPCAPMKN,Exports as a capacity to import (constant LCU)
NEEXPGNFSZS,Exports of goods and services (% of GDP)
NEEXPGNFSKDZG,Exports of goods and services (annual % growth)
BXGSRGNFSCD,"Exports of goods and services (BoP, current US$)"
NEEXPGNFSKD,Exports of goods and services (constant 2015 US$)
NEEXPGNFSKN,Exports of goods and services (constant LCU)
NEEXPGNFSCN,Exports of goods and services (current LCU)
NEEXPGNFSCD,Exports of goods and services (current US$)
BXGSRTOTLCD,"Exports of goods, services and primary income (BoP, current US$)"
NERSBGNFSZS,External balance on goods and services (% of GDP)
NERSBGNFSKN,External balance on goods and services (constant LCU)
NERSBGNFSCN,External balance on goods and services (current LCU)
NERSBGNFSCD,External balance on goods and services (current US$)
DTDODDECTGNZS,External debt stocks (% of GNI)
DTDODDLXFCD,"External debt stocks, long-term (DOD, current US$)"
DTDODDPNGCD,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)"
DTDODDPPGCD,"External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)"
DTDODDSTCCD,"External debt stocks, short-term (DOD, current US$)"
DTDODDECTCD,"External debt stocks, total (DOD, current US$)"
AGCONFERTPTZS,Fertilizer consumption (% of fertilizer production)
AGCONFERTZS,Fertilizer consumption (kilograms per hectare of arable land)
NECONTOTLZS,Final consumption expenditure (% of GDP)
NECONTOTLKDZG,Final consumption expenditure (annual % growth)
NECONTOTLKD,Final consumption expenditure (constant 2015 US$)
NECONTOTLKN,Final consumption expenditure (constant LCU)
NECONTOTLCN,Final consumption expenditure (current LCU)
NECONTOTLCD,Final consumption expenditure (current US$)
NVFSMTOTLKN,Financial intermediary services indirectly Measured (FISIM) (constant LCU)
NVFSMTOTLCN,Financial intermediary services indirectly Measured (FISIM) (current LCU)
ICFRMCMPUZS,Firms competing against unregistered firms (% of firms)
ICTAXGIFTZS,Firms expected to give gifts in meetings with tax officials (% of firms)
ICELCOUTGZS,Firms experiencing electrical outages (% of firms)
ICFRMTHEVZS,Firms experiencing losses due to theft and vandalism (% of firms)
ICFRMFREGZS,Firms formally registered when operations started (% of firms)
ICFRMTRNGZS,Firms offering formal training (% of firms)
ICFRMINFMZS,Firms that do not report all sales for tax purposes (% of firms)
ICFRMRSDVZS,Firms that spend on R&D (% of firms)
ICFRMBNKSZS,Firms using banks to finance investment (% of firms)
ICFRMBKWCZS,Firms using banks to finance working capital (% of firms)
ICFRMMETGZS,Firms visited or required meetings with tax officials (% of firms)
ENFSHTHRDNO,"Fish species, threatened"
ITNETBBND,Fixed broadband subscriptions
ITNETBBNDP2,Fixed broadband subscriptions (per 100 people)
ITMLTMAIN,Fixed telephone subscriptions
ITMLTMAINP2,Fixed telephone subscriptions (per 100 people)
TXVALFOODZSUN,Food exports (% of merchandise exports)
TMVALFOODZSUN,Food imports (% of merchandise imports)
AGPRDFOODXD,Food production index (2014-2016 = 100)
NVMNFFBTOZSUN,"Food, beverages and tobacco (% of value added in manufacturing)"
BNKLTDINVCD,"Foreign direct investment, net (BoP, current US$)"
BXKLTDINVWDGDZS,"Foreign direct investment, net inflows (% of GDP)"
BXKLTDINVCDWD,"Foreign direct investment, net inflows (BoP, current US$)"
BMKLTDINVWDGDZS,"Foreign direct investment, net outflows (% of GDP)"
BMKLTDINVCDWD,"Foreign direct investment, net outflows (BoP, current US$)"
AGLNDFRSTZS,Forest area (% of land area)
AGLNDFRSTK2,Forest area (sq. km)
NYGDPFRSTRTZS,Forest rents (% of GDP)
EGUSECOMMFOZS,Fossil fuel energy consumption (% of total)
TXVALFUELZSUN,Fuel exports (% of merchandise exports)
TMVALFUELZSUN,Fuel imports (% of merchandise imports)
NYGDPMKTPKD,GDP (constant 2015 US$)
NYGDPMKTPKN,GDP (constant LCU)
NYGDPMKTPCN,GDP (current LCU)
NYGDPDEFLZS,GDP deflator (base year varies by country)
NYGDPDEFLZSAD,GDP deflator: linked series (base year varies by country)
NYGDPPCAPKN,GDP per capita (constant LCU)
NYGDPPCAPCN,GDP per capita (current LCU)
NYGDPPCAPKDZG,GDP per capita growth (annual %)
NYGDPPCAPPPKD,"GDP per capita, PPP (constant 2017 international $)"
NYGDPPCAPPPCD,"GDP per capita, PPP (current international $)"
SLGDPPCAPEMKD,GDP per person employed (constant 2017 PPP $)
EGGDPPUSEKOPPKD,GDP per unit of energy use (constant 2017 PPP $ per kg of oil equivalent)
EGGDPPUSEKOPP,GDP per unit of energy use (PPP $ per kg of oil equivalent)
NYGDPMKTPPPKD,"GDP, PPP (constant 2017 international $)"
NYGDPMKTPPPCD,"GDP, PPP (current international $)"
NYGDPMKTPCNAD,GDP: linked series (current LCU)
NECONGOVTZS,General government final consumption expenditure (% of GDP)
NECONGOVTKDZG,General government final consumption expenditure (annual % growth)
NECONGOVTKD,General government final consumption expenditure (constant 2015 US$)
NECONGOVTKN,General government final consumption expenditure (constant LCU)
NECONGOVTCN,General government final consumption expenditure (current LCU)
NECONGOVTCD,General government final consumption expenditure (current US$)
ENCLCGHGRMTCE,GHG net emissions/removals by LUCF (Mt of CO2 equivalent)
NYGNPMKTPKD,GNI (constant 2015 US$)
NYGNPMKTPKN,GNI (constant LCU)
NYGNPMKTPCN,GNI (current LCU)
NYGNPMKTPCD,GNI (current US$)
NYGNPMKTPKDZG,GNI growth (annual %)
NYGNPPCAPKD,GNI per capita (constant 2015 US$)
NYGNPPCAPKN,GNI per capita (constant LCU)
NYGNPPCAPCN,GNI per capita (current LCU)
NYGNPPCAPKDZG,GNI per capita growth (annual %)
NYGNPPCAPPPKD,"GNI per capita, PPP (constant 2017 international $)"
NYGNPMKTPPPKD,"GNI, PPP (constant 2017 international $)"
NYGNPMKTPPPCD,"GNI, PPP (current international $)"
NYGNPMKTPCNAD,GNI: linked series (current LCU)
GCXPNGSRVZS,Goods and services expense (% of expense)
GCXPNGSRVCN,Goods and services expense (current LCU)
BXGSRMRCHCD,"Goods exports (BoP, current US$)"
BMGSRMRCHCD,"Goods imports (BoP, current US$)"
SEXPDTOTLGBZS,"Government expenditure on education, total (% of government expenditure)"
SEXPDTERTPCZS,"Government expenditure per student, tertiary (% of GDP per capita)"
GCREVGOTRZS,Grants and other revenue (% of revenue)
GCREVGOTRCN,Grants and other revenue (current LCU)
BXGRTEXTACDWD,"Grants, excluding technical cooperation (BoP, current US$)"
NEGDITOTLZS,Gross capital formation (% of GDP)
NEGDITOTLKDZG,Gross capital formation (annual % growth)
NEGDITOTLKD,Gross capital formation (constant 2015 US$)
NEGDITOTLKN,Gross capital formation (constant LCU)
NEGDITOTLCN,Gross capital formation (current LCU)
NEGDITOTLCD,Gross capital formation (current US$)
NYGDYTOTLKN,Gross domestic income (constant LCU)
NYGDSTOTLZS,Gross domestic savings (% of GDP)
NYGDSTOTLCN,Gross domestic savings (current LCU)
NYGDSTOTLCD,Gross domestic savings (current US$)
NEGDIFTOTZS,Gross fixed capital formation (% of GDP)
NEGDIFTOTKDZG,Gross fixed capital formation (annual % growth)
NEGDIFTOTKD,Gross fixed capital formation (constant 2015 US$)
NEGDIFTOTKN,Gross fixed capital formation (constant LCU)
NEGDIFTOTCN,Gross fixed capital formation (current LCU)
NEGDIFTOTCD,Gross fixed capital formation (current US$)
NEGDIFPRVZS,"Gross fixed capital formation, private sector (% of GDP)"
NEGDIFPRVCN,"Gross fixed capital formation, private sector (current LCU)"
SEPRMGINTFEZS,"Gross intake ratio in first grade of primary education, female (% of relevant age group)"
SEPRMGINTMAZS,"Gross intake ratio in first grade of primary education, male (% of relevant age group)"
NEDABTOTLZS,Gross national expenditure (% of GDP)
NEDABTOTLKD,Gross national expenditure (constant 2015 US$)
NEDABTOTLKN,Gross national expenditure (constant LCU)
NEDABTOTLCN,Gross national expenditure (current LCU)
NEDABTOTLCD,Gross national expenditure (current US$)
NEDABDEFLZS,Gross national expenditure deflator (base year varies by country)
NYGNSICTRZS,Gross savings (% of GDP)
NYGNSICTRGNZS,Gross savings (% of GNI)
NYGNSICTRCN,Gross savings (current LCU)
NYGNSICTRCD,Gross savings (current US$)
NYGDPFCSTKD,Gross value added at basic prices (GVA) (constant 2015 US$)
NYGDPFCSTKN,Gross value added at basic prices (GVA) (constant LCU)
NYGDPFCSTCN,Gross value added at basic prices (GVA) (current LCU)
NYGDPFCSTCD,Gross value added at basic prices (GVA) (current US$)
ENATMHFCGKTCE,HFC gas emissions (thousand metric tons of CO2 equivalent)
TXVALTECHMFZS,High-technology exports (% of manufactured exports)
TXVALTECHCD,High-technology exports (current US$)
NECONPRVTZS,Households and NPISHs final consumption expenditure (% of GDP)
NECONPRVTKDZG,Households and NPISHs Final consumption expenditure (annual % growth)
NECONPRVTKD,Households and NPISHs Final consumption expenditure (constant 2015 US$)
NECONPRVTKN,Households and NPISHs Final consumption expenditure (constant LCU)
NECONPRVTCN,Households and NPISHs Final consumption expenditure (current LCU)
NECONPRVTCD,Households and NPISHs Final consumption expenditure (current US$)
NECONPRVTPCKD,Households and NPISHs Final consumption expenditure per capita (constant 2015 US$)
NECONPRVTPCKDZG,Households and NPISHs Final consumption expenditure per capita growth (annual %)
NECONPRVTPPKD,"Households and NPISHs Final consumption expenditure, PPP (constant 2017 international $)"
NECONPRVTPPCD,"Households and NPISHs Final consumption expenditure, PPP (current international $)"
NECONPRVTCNAD,Households and NPISHs final consumption expenditure: linked series (current LCU)
DTDODMWBGCD,"IBRD loans and IDA credits (DOD, current US$)"
TXVALICTGZSUN,ICT goods exports (% of total goods exports)
TMVALICTGZSUN,ICT goods imports (% total goods imports)
BXGSRCCISZS,"ICT service exports (% of service exports, BoP)"
BXGSRCCISCD,"ICT service exports (BoP, current US$)"
IQCPAIRAIXQ,IDA resource allocation index (1=low to 6=high)
DTNFLNIFCCD,"IFC, private nonguaranteed (NFL, current US$)"
DTTDSDIMFCD,"IMF repurchases and charges (TDS, current US$)"
TMUVIMRCHXDWD,Import unit value index (2000 = 100)
TMVALMRCHXDWD,Import value index (2000 = 100)
TMQTYMRCHXDWD,Import volume index (2000 = 100)
NEIMPGNFSZS,Imports of goods and services (% of GDP)
NEIMPGNFSKDZG,Imports of goods and services (annual % growth)
BMGSRGNFSCD,"Imports of goods and services (BoP, current US$)"
NEIMPGNFSKD,Imports of goods and services (constant 2015 US$)
NEIMPGNFSKN,Imports of goods and services (constant LCU)
NEIMPGNFSCN,Imports of goods and services (current LCU)
NEIMPGNFSCD,Imports of goods and services (current US$)
BMGSRTOTLCD,"Imports of goods, services and primary income (BoP, current US$)"
SIDST04TH20,Income share held by fourth 20%
SIDST10TH10,Income share held by highest 10%
SIDST05TH20,Income share held by highest 20%
SIDSTFRST10,Income share held by lowest 10%
SIDSTFRST20,Income share held by lowest 20%
SIDST02ND20,Income share held by second 20%
SIDST03RD20,Income share held by third 20%
SHUHCNOP1ZG,Increase in poverty gap at $1.90 ($ 2011 PPP) poverty line due to out-of-pocket health care expenditure (% of poverty line)
SHUHCNOP1CG,Increase in poverty gap at $1.90 ($ 2011 PPP) poverty line due to out-of-pocket health care expenditure (USD)
SHUHCNOP2ZG,Increase in poverty gap at $3.20 ($ 2011 PPP) poverty line due to out-of-pocket health care expenditure (% of poverty line)
SHUHCNOP2CG,Increase in poverty gap at $3.20 ($ 2011 PPP) poverty line due to out-of-pocket health care expenditure (USD)
ITNETUSERZS,Individuals using the Internet (% of population)
IPIDSNRCT,"Industrial design applications, nonresident, by count"
IPIDSRSCT,"Industrial design applications, resident, by count"
NVINDTOTLZS,"Industry (including construction), value added (% of GDP)"
NVINDTOTLKDZG,"Industry (including construction), value added (annual % growth)"
NVINDTOTLKD,"Industry (including construction), value added (constant 2015 US$)"
NVINDTOTLKN,"Industry (including construction), value added (constant LCU)"
NVINDTOTLCN,"Industry (including construction), value added (current LCU)"
NVINDTOTLCD,"Industry (including construction), value added (current US$)"
NVINDEMPLKD,"Industry (including construction), value added per worker (constant 2015 US$)"
NYGDPDEFLKDZG,"Inflation, GDP deflator (annual %)"
NYGDPDEFLKDZGAD,"Inflation, GDP deflator: linked series (annual %)"
ICFRMCORRZS,Informal payments to public officials (% of firms)
TXVALINSFZSWT,Insurance and financial services (% of commercial service exports)
TMVALINSFZSWT,Insurance and financial services (% of commercial service imports)
BXGSRINSFZS,"Insurance and financial services (% of service exports, BoP)"
BMGSRINSFZS,"Insurance and financial services (% of service imports, BoP)"
GCXPNINTPZS,Interest payments (% of expense)
GCXPNINTPRVZS,Interest payments (% of revenue)
GCXPNINTPCN,Interest payments (current LCU)
FRINRLNDP,"Interest rate spread (lending rate minus deposit rate, %)"
VCIDPNWCV,"Internally displaced persons, new displacement associated with conflict and violence (number of cases)"
VCIDPNWDS,"Internally displaced persons, new displacement associated with disasters (number of cases)"
VCIDPTOCV,"Internally displaced persons, total displaced by conflict and violence (number of people)"
SMPOPTOTLZS,International migrant stock (% of population)
SMPOPTOTL,"International migrant stock, total"
STINTXPNDMPZS,"International tourism, expenditures (% of total imports)"
STINTXPNDCD,"International tourism, expenditures (current US$)"
STINTTRNXCD,"International tourism, expenditures for passenger transport items (current US$)"
STINTTVLXCD,"International tourism, expenditures for travel items (current US$)"
STINTARVL,"International tourism, number of arrivals"
STINTDPRT,"International tourism, number of departures"
STINTRCPTXPZS,"International tourism, receipts (% of total exports)"
STINTRCPTCD,"International tourism, receipts (current US$)"
STINTTRNRCD,"International tourism, receipts for passenger transport items (current US$)"
STINTTVLRCD,"International tourism, receipts for travel items (current US$)"
IEPPIENGYCD,Investment in energy with private participation (current US$)
IEPPIICTICD,Investment in ICT with private participation (current US$)
IEPPITRANCD,Investment in transport with private participation (current US$)
IEPPIWATRCD,Investment in water and sanitation with private participation (current US$)
ICTAXLABRCPZS,Labor tax and contributions (% of commercial profits)
AGLNDTOTLK2,Land area (sq. km)
AGLNDEL5MZS,Land area where elevation is below 5 meters (% of total land area)
AGLNDCRELHA,Land under cereal production (hectares)
LPEXPDURSMD,"Lead time to export, median case (days)"
LPIMPDURSMD,"Lead time to import, median case (days)"
FRINRLEND,Lending interest rate (%)
ERH2OFWSTZS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources
ISSHPGCNWXQ,Liner shipping connectivity index (maximum value in 2004 = 100)
CMMKTLDOMNO,"Listed domestic companies, total"
AGPRDLVSKXD,Livestock production index (2014-2016 = 100)
LPLPITRACXQ,Logistics performance index: Ability to track and trace consignments (1=low to 5=high)
LPLPILOGSXQ,Logistics performance index: Competence and quality of logistics services (1=low to 5=high)
LPLPIITRNXQ,Logistics performance index: Ease of arranging competitively priced shipments (1=low to 5=high)
LPLPICUSTXQ,Logistics performance index: Efficiency of customs clearance process (1=low to 5=high)
LPLPITIMEXQ,Logistics performance index: Frequency with which shipments reach consignee within scheduled or expected time (1=low to 5=high)
LPLPIOVRLXQ,Logistics performance index: Overall (1=low to 5=high)
LPLPIINFRXQ,Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high)
ICFRMCRIMZS,Losses due to theft and vandalism (% of annual sales of affected firms)
SESECAGES,Lower secondary school starting age (years)
NVMNFMTRNZSUN,Machinery and transport equipment (% of value added in manufacturing)
ENMAMTHRDNO,"Mammal species, threatened"
TXVALMANFZSUN,Manufactures exports (% of merchandise exports)
TMVALMANFZSUN,Manufactures imports (% of merchandise imports)
NVINDMANFZS,"Manufacturing, value added (% of GDP)"
NVINDMANFKDZG,"Manufacturing, value added (annual % growth)"
NVINDMANFKD,"Manufacturing, value added (constant 2015 US$)"
NVINDMANFKN,"Manufacturing, value added (constant LCU)"
NVINDMANFCN,"Manufacturing, value added (current LCU)"
NVINDMANFCD,"Manufacturing, value added (current US$)"
ERMRNPTMRZS,Marine protected areas (% of territorial waters)
CMMKTLCAPGDZS,Market capitalization of listed domestic companies (% of GDP)
CMMKTLCAPCD,Market capitalization of listed domestic companies (current US$)
TXMNFTECHZSUN,Medium and high-tech exports (% manufactured exports)
NVMNFTECHZSUN,Medium and high-tech manufacturing value added (% manufacturing value added)
TXVALMRCHCDWT,Merchandise exports (current US$)
TXVALMRCHWLCD,Merchandise exports by the reporting economy (current US$)
TXVALMRCHRSZS,"Merchandise exports by the reporting economy, residual (% of total merchandise exports)"
TXVALMRCHALZS,Merchandise exports to economies in the Arab World (% of total merchandise exports)
TXVALMRCHHIZS,Merchandise exports to high-income economies (% of total merchandise exports)
TXVALMRCHR1ZS,Merchandise exports to low- and middle-income economies in East Asia & Pacific (% of total merchandise exports)
TXVALMRCHR2ZS,Merchandise exports to low- and middle-income economies in Europe & Central Asia (% of total merchandise exports)
TXVALMRCHR3ZS,Merchandise exports to low- and middle-income economies in Latin America & the Caribbean (% of total merchandise exports)
TXVALMRCHR4ZS,Merchandise exports to low- and middle-income economies in Middle East & North Africa (% of total merchandise exports)
TXVALMRCHR5ZS,Merchandise exports to low- and middle-income economies in South Asia (% of total merchandise exports)
TXVALMRCHR6ZS,Merchandise exports to low- and middle-income economies in Sub-Saharan Africa (% of total merchandise exports)
TXVALMRCHORZS,Merchandise exports to low- and middle-income economies outside region (% of total merchandise exports)
TXVALMRCHWRZS,Merchandise exports to low- and middle-income economies within region (% of total merchandise exports)
TMVALMRCHCDWT,Merchandise imports (current US$)
TMVALMRCHWLCD,Merchandise imports by the reporting economy (current US$)
TMVALMRCHRSZS,"Merchandise imports by the reporting economy, residual (% of total merchandise imports)"
TMVALMRCHALZS,Merchandise imports from economies in the Arab World (% of total merchandise imports)
TMVALMRCHHIZS,Merchandise imports from high-income economies (% of total merchandise imports)
TMVALMRCHR1ZS,Merchandise imports from low- and middle-income economies in East Asia & Pacific (% of total merchandise imports)
TMVALMRCHR2ZS,Merchandise imports from low- and middle-income economies in Europe & Central Asia (% of total merchandise imports)
TMVALMRCHR3ZS,Merchandise imports from low- and middle-income economies in Latin America & the Caribbean (% of total merchandise imports)
TMVALMRCHR4ZS,Merchandise imports from low- and middle-income economies in Middle East & North Africa (% of total merchandise imports)
TMVALMRCHR5ZS,Merchandise imports from low- and middle-income economies in South Asia (% of total merchandise imports)
TMVALMRCHR6ZS,Merchandise imports from low- and middle-income economies in Sub-Saharan Africa (% of total merchandise imports)
TMVALMRCHORZS,Merchandise imports from low- and middle-income economies outside region (% of total merchandise imports)
TMVALMRCHWRZS,Merchandise imports from low- and middle-income economies within region (% of total merchandise imports)
TGVALTOTLGDZS,Merchandise trade (% of GDP)
ENATMMETHZG,Methane emissions (% change from 1990)
ENATMMETHKTCE,Methane emissions (kt of CO2 equivalent)
ENATMMETHEGKTCE,Methane emissions in energy sector (thousand metric tons of CO2 equivalent)
IQSCIMTHD,Methodology assessment of statistical capacity (scale 0 - 100)
MSMILXPNDGDZS,Military expenditure (% of GDP)
MSMILXPNDZS,Military expenditure (% of general government expenditure)
MSMILXPNDCN,Military expenditure (current LCU)
MSMILXPNDCD,Military expenditure (current USD)
NYGDPMINRRTZS,Mineral rents (% of GDP)
ITCELSETS,Mobile cellular subscriptions
ITCELSETSP2,Mobile cellular subscriptions (per 100 people)
FMASTPRVTGDZS,Monetary Sector credit to private sector (% GDP)
SIPOVMDIM,Multidimensional poverty headcount ratio (% of total population)
SIPOVMDIM17,"Multidimensional poverty headcount ratio, children (% of population ages 0-17)"
SIPOVMDIMFE,"Multidimensional poverty headcount ratio, female (% of female population)"
SIPOVMDIMHH,"Multidimensional poverty headcount ratio, household (% of total households)"
SIPOVMDIMMA,"Multidimensional poverty headcount ratio, male (% of male population)"
SIPOVMDIMXQ,Multidimensional poverty index (scale 0-1)
SIPOVMDIM17XQ,"Multidimensional poverty index, children (population ages 0-17) (scale 0-1)"
SIPOVMDIMIT,Multidimensional poverty intensity (average share of deprivations experienced by the poor)
DTTDSMLATPGZS,Multilateral debt service (% of public and publicly guaranteed debt service)
DTTDSMLATCD,"Multilateral debt service (TDS, current US$)"
NYGDPNGASRTZS,Natural gas rents (% of GDP)
GCASTTOTLGDZS,Net acquisition of financial assets (% of GDP)
GCASTTOTLCN,Net acquisition of financial assets (current LCU)
TTPRIMRCHXDWD,Net barter terms of trade index (2000 = 100)
DCDACAUSLCD,"Net bilateral aid flows from DAC donors, Australia (current US$)"
DCDACAUTLCD,"Net bilateral aid flows from DAC donors, Austria (current US$)"
DCDACBELLCD,"Net bilateral aid flows from DAC donors, Belgium (current US$)"
DCDACCANLCD,"Net bilateral aid flows from DAC donors, Canada (current US$)"
DCDACCZELCD,"Net bilateral aid flows from DAC donors, Czech Republic (current US$)"
DCDACDNKLCD,"Net bilateral aid flows from DAC donors, Denmark (current US$)"
DCDACCECLCD,"Net bilateral aid flows from DAC donors, European Union institutions (current US$)"
DCDACFINLCD,"Net bilateral aid flows from DAC donors, Finland (current US$)"
DCDACFRALCD,"Net bilateral aid flows from DAC donors, France (current US$)"
DCDACDEULCD,"Net bilateral aid flows from DAC donors, Germany (current US$)"
DCDACGRCLCD,"Net bilateral aid flows from DAC donors, Greece (current US$)"
DCDACHUNLCD,"Net bilateral aid flows from DAC donors, Hungary (current US$)"
DCDACISLLCD,"Net bilateral aid flows from DAC donors, Iceland (current US$)"
DCDACIRLLCD,"Net bilateral aid flows from DAC donors, Ireland (current US$)"
DCDACITALCD,"Net bilateral aid flows from DAC donors, Italy (current US$)"
DCDACJPNLCD,"Net bilateral aid flows from DAC donors, Japan (current US$)"
DCDACKORLCD,"Net bilateral aid flows from DAC donors, Korea, Rep. (current US$)"
DCDACLUXLCD,"Net bilateral aid flows from DAC donors, Luxembourg (current US$)"
DCDACNLDLCD,"Net bilateral aid flows from DAC donors, Netherlands (current US$)"
DCDACNZLLCD,"Net bilateral aid flows from DAC donors, New Zealand (current US$)"
DCDACNORLCD,"Net bilateral aid flows from DAC donors, Norway (current US$)"
DCDACPOLLCD,"Net bilateral aid flows from DAC donors, Poland (current US$)"
DCDACPRTLCD,"Net bilateral aid flows from DAC donors, Portugal (current US$)"
DCDACSVKLCD,"Net bilateral aid flows from DAC donors, Slovak Republic (current US$)"
DCDACSVNLCD,"Net bilateral aid flows from DAC donors, Slovenia (current US$)"
DCDACESPLCD,"Net bilateral aid flows from DAC donors, Spain (current US$)"
DCDACSWELCD,"Net bilateral aid flows from DAC donors, Sweden (current US$)"
DCDACCHELCD,"Net bilateral aid flows from DAC donors, Switzerland (current US$)"
DCDACTOTLCD,"Net bilateral aid flows from DAC donors, Total (current US$)"
DCDACGBRLCD,"Net bilateral aid flows from DAC donors, United Kingdom (current US$)"
DCDACUSALCD,"Net bilateral aid flows from DAC donors, United States (current US$)"
BNTRFKOGTCD,"Net capital account (BoP, current US$)"
FMASTDOMSCN,Net domestic credit (current LCU)
BNKACEOMSCD,"Net errors and omissions (BoP, current US$)"
BNFINTOTLCD,"Net financial account (BoP, current US$)"
DTNFLBLATCD,"Net financial flows, bilateral (NFL, current US$)"
DTNFLMIBRCD,"Net financial flows, IBRD (NFL, current US$)"
DTNFLMIDACD,"Net financial flows, IDA (NFL, current US$)"
DTNFLIMFCCD,"Net financial flows, IMF concessional (NFL, current US$)"
DTNFLIMFNCD,"Net financial flows, IMF nonconcessional (NFL, current US$)"
DTNFLMLATCD,"Net financial flows, multilateral (NFL, current US$)"
DTNFLMOTHCD,"Net financial flows, others (NFL, current US$)"
DTNFLRDBCCD,"Net financial flows, RDB concessional (NFL, current US$)"
DTNFLRDBNCD,"Net financial flows, RDB nonconcessional (NFL, current US$)"
DTNFLDPNGCD,"Net flows on external debt, private nonguaranteed (PNG) (NFL, current US$)"
FMASTNFRGCN,Net foreign assets (current LCU)
GCLBLTOTLGDZS,"Net incurrence of liabilities, total (% of GDP)"
GCLBLTOTLCN,"Net incurrence of liabilities, total (current LCU)"
GCNFNTOTLGDZS,Net investment in nonfinancial assets (% of GDP)
GCNFNTOTLCN,Net investment in nonfinancial assets (current LCU)
GCNLDTOTLGDZS,Net lending (+) / net borrowing (-) (% of GDP)
GCNLDTOTLCN,Net lending (+) / net borrowing (-) (current LCU)
DCODATLDCGNZS,Net ODA provided to the least developed countries (% of GNI)
DCODATLDCCD,"Net ODA provided, to the least developed countries (current US$)"
DCODATOTLGNZS,"Net ODA provided, total (% of GNI)"
DCODATOTLKD,"Net ODA provided, total (constant 2015 US$)"
DCODATOTLCD,"Net ODA provided, total (current US$)"
DTODAODATXPZS,Net ODA received (% of central government expense)
DTODAODATGNZS,Net ODA received (% of GNI)
DTODAODATGIZS,Net ODA received (% of gross capital formation)
DTODAODATMPZS,"Net ODA received (% of imports of goods, services and primary income)"
DTODAODATPCZS,Net ODA received per capita (current US$)
DTODAOATLKD,Net official aid received (constant 2018 US$)
DTODAOATLCD,Net official aid received (current US$)
DTODAALLDKD,Net official development assistance and official aid received (constant 2018 US$)
DTODAALLDCD,Net official development assistance and official aid received (current US$)
DTODAODATKD,Net official development assistance received (constant 2018 US$)
DTODAODATCD,Net official development assistance received (current US$)
DTNFLFAOGCD,"Net official flows from UN agencies, FAO (current US$)"
DTNFLIAEACD,"Net official flows from UN agencies, IAEA (current US$)"
DTNFLIFADCD,"Net official flows from UN agencies, IFAD (current US$)"
DTNFLILOGCD,"Net official flows from UN agencies, ILO (current US$)"
DTNFLUNAICD,"Net official flows from UN agencies, UNAIDS (current US$)"
DTNFLUNDPCD,"Net official flows from UN agencies, UNDP (current US$)"
DTNFLUNECCD,"Net official flows from UN agencies, UNECE (current US$)"
DTNFLUNEPCD,"Net official flows from UN agencies, UNEP (current US$)"
DTNFLUNFPCD,"Net official flows from UN agencies, UNFPA (current US$)"
DTNFLUNCRCD,"Net official flows from UN agencies, UNHCR (current US$)"
DTNFLUNCFCD,"Net official flows from UN agencies, UNICEF (current US$)"
DTNFLUNIDCD,"Net official flows from UN agencies, UNIDIR (current US$)"
